question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_04155,Explain how error handling is managed within Redis In-Memory Caching.,Understand,Physics,Explain,Easy-Medium
BLOOM_04156,State four common application scenarios for Asynchronous I/O Event Loops.,Remember,Cybersecurity,State,Easy
BLOOM_04157,Implement the theoretical throughput of OAuth 2.0 Authentication when bandwidth is limited to 5000 Mbps.,Apply,Software Architecture,Implement,Medium
BLOOM_04158,List the primary components of a Garbage Collection Algorithms architecture.,Remember,Cybersecurity,List,Easy
BLOOM_04159,List four common application scenarios for Linear Regression & Regularization.,Remember,Computer Science,List,Easy
BLOOM_04160,Identify three key characteristics of TCP/IP Packet Routing. Provide concrete examples from Computer Science.,Remember,Computer Science,Identify,Easy
BLOOM_04161,Describe the main differences between Redis In-Memory Caching and Vector Embeddings & RAG at a high level.,Remember,Computer Science,Describe,Easy
BLOOM_04162,Apply the principles of Linear Regression & Regularization to solve an out-of-memory exception in big data pipelines.,Apply,Chemistry,Apply,Medium
BLOOM_04163,Design a full database schema designed to support high-throughput B-Trees and Indexing operations. Explain all assumptions made.,Create,Data Engineering,Design,Hard
BLOOM_04164,Construct a novel fault-tolerant data pipeline for processing 10 million events/sec using TCP/IP Packet Routing.,Create,Data Engineering,Construct,Hard
BLOOM_04165,Identify the fundamental principles of OAuth 2.0 Authentication. Explain all assumptions made.,Remember,Machine Learning,Identify,Easy
BLOOM_04166,Formulate a original algorithm to solve the NP-hard constraint in B-Trees and Indexing. Provide concrete examples from Computer Science.,Create,Computer Science,Formulate,Hard
BLOOM_04167,Examine the impact of packet loss on Parquet Columnar Storage execution efficiency.,Analyze,Database Systems,Differentiate,Medium-Hard
BLOOM_04168,Apply the principles of Consensus Protocols (Raft/Paxos) to solve an out-of-memory exception in big data pipelines.,Apply,Mathematics & Statistics,Solve,Medium
BLOOM_04169,Discuss the core workflow when executing RESTful Microservice Mesh in production.,Understand,Physics,Discuss,Easy-Medium
BLOOM_04170,Formulate a original algorithm to solve the NP-hard constraint in Redis In-Memory Caching.,Create,Computer Science,Propose,Hard
BLOOM_04171,Formulate a disaster recovery plan for mission-critical enterprise systems using Convolutional Neural Networks.,Create,Database Systems,Formulate,Hard
BLOOM_04172,Summarize the relationship between Vector Embeddings & RAG and TCP/IP Packet Routing in system design.,Understand,Cybersecurity,Summarize,Easy-Medium
BLOOM_04173,Devise a disaster recovery plan for mission-critical enterprise systems using Garbage Collection Algorithms.,Create,Physics,Devise,Hard
BLOOM_04174,What is the mathematical formulation of B-Trees and Indexing? Explain all assumptions made.,Remember,Chemistry,Identify,Easy
BLOOM_04175,Apply the principles of Asynchronous I/O Event Loops to solve an out-of-memory exception in big data pipelines.,Apply,Business Analytics,Compute,Medium
BLOOM_04176,Critique the architectural decisions made when deploying Asynchronous I/O Event Loops on edge devices. Explain all assumptions made.,Evaluate,Mathematics & Statistics,Critique,Hard
BLOOM_04177,Write an algorithm to Apply GraphQL vs REST APIs using data structures from MapReduce ETL Pipelines.,Apply,Database Systems,Apply,Medium
BLOOM_04178,Summarize the significance of Vector Embeddings & RAG in real-time data pipelines.,Understand,Mathematics & Statistics,Summarize,Easy-Medium
BLOOM_04179,List the primary components of a Linear Regression & Regularization architecture.,Remember,Data Engineering,List,Easy
BLOOM_04180,Name the term 'TensorFlow Computational Graphs' as defined in standard textbooks.,Remember,Electrical Engineering,Name,Easy
BLOOM_04181,"Given a scenario with high latency, Solve Vector Embeddings & RAG to minimize processing time. Explain all assumptions made.",Apply,Data Engineering,Solve,Medium
BLOOM_04182,Formulate a novel fault-tolerant data pipeline for processing 10 million events/sec using PyTorch Autograd.,Create,Electrical Engineering,Formulate,Hard
BLOOM_04183,Critique whether PostgreSQL Query Optimization or Linear Regression & Regularization is better suited for sub-millisecond query responses. Explain all assumptions made.,Evaluate,Machine Learning,Critique,Hard
BLOOM_04184,Critique the proposed data engineering pipeline for GraphQL vs REST APIs regarding data integrity. Explain all assumptions made.,Evaluate,Computer Science,Validate,Hard
BLOOM_04185,Appraise the ethical and privacy implications of running CAP Theorem on personal datasets. Provide concrete examples from Business Analytics.,Evaluate,Business Analytics,Appraise,Hard
BLOOM_04186,Name four common application scenarios for Docker & Kubernetes Orchestration.,Remember,Electrical Engineering,Name,Easy
BLOOM_04187,Deconstruct the architecture of Zero-Knowledge Proofs into its constituent microservices.,Analyze,Machine Learning,Analyze,Medium-Hard
BLOOM_04188,Assess the ethical and privacy implications of running B-Trees and Indexing on personal datasets. Provide concrete examples from Machine Learning.,Evaluate,Machine Learning,Assess,Hard
BLOOM_04189,"In your own words, Interpret the underlying mechanism of Convolutional Neural Networks.",Understand,Business Analytics,Interpret,Easy-Medium
BLOOM_04190,Interpret the relationship between Consensus Protocols (Raft/Paxos) and Asynchronous I/O Event Loops in system design.,Understand,Physics,Interpret,Easy-Medium
BLOOM_04191,Appraise the ethical and privacy implications of running GraphQL vs REST APIs on personal datasets.,Evaluate,Chemistry,Appraise,Hard
BLOOM_04192,Deconstruct the architecture of Vector Embeddings & RAG into its constituent microservices. Provide concrete examples from Data Engineering.,Analyze,Data Engineering,Categorize,Medium-Hard
BLOOM_04193,Justify the architectural decisions made when deploying MapReduce ETL Pipelines on edge devices.,Evaluate,Physics,Justify,Hard
BLOOM_04194,Construct a full database schema designed to support high-throughput B-Trees and Indexing operations.,Create,Electrical Engineering,Construct,Hard
BLOOM_04195,Classify how PostgreSQL Query Optimization operates under high concurrency or heavy load.,Understand,Data Engineering,Classify,Easy-Medium
BLOOM_04196,Apply how to scale Transformer Attention Heads across a multi-node cluster.,Apply,Physics,Apply,Medium
BLOOM_04197,Identify the term 'Apache Spark Distributed Datasets' as defined in standard textbooks. Provide concrete examples from Business Analytics.,Remember,Business Analytics,Identify,Easy
BLOOM_04198,Paraphrase how MapReduce ETL Pipelines operates under high concurrency or heavy load.,Understand,Chemistry,Paraphrase,Easy-Medium
BLOOM_04199,Identify the standard definition of Apache Spark Distributed Datasets in modern systems.,Remember,Data Engineering,Identify,Easy
BLOOM_04200,Solve how to scale Gradient Boosting Decision Trees across a multi-node cluster. Provide concrete examples from Computer Science.,Apply,Computer Science,Solve,Medium
BLOOM_04201,Propose a disaster recovery plan for mission-critical enterprise systems using Garbage Collection Algorithms.,Create,Data Engineering,Propose,Hard
BLOOM_04202,Categorize empirical benchmark results of Gradient Boosting Decision Trees across different hardware configurations. Explain all assumptions made.,Analyze,Physics,Categorize,Medium-Hard
BLOOM_04203,Recall the fundamental principles of Garbage Collection Algorithms.,Remember,Chemistry,Recall,Easy
BLOOM_04204,Outline the term 'GraphQL vs REST APIs' as defined in standard textbooks.,Remember,Data Engineering,Outline,Easy
BLOOM_04205,Apply the principles of OAuth 2.0 Authentication to solve an out-of-memory exception in big data pipelines.,Apply,Software Architecture,Construct,Medium
BLOOM_04206,Critique the proposed data engineering pipeline for Garbage Collection Algorithms regarding data integrity. Provide concrete examples from Electrical Engineering.,Evaluate,Electrical Engineering,Critique,Hard
BLOOM_04207,Explain the core workflow when executing Asynchronous I/O Event Loops in production.,Understand,Electrical Engineering,Explain,Easy-Medium
BLOOM_04208,Apply the principles of Linear Regression & Regularization to solve an out-of-memory exception in big data pipelines. Explain all assumptions made.,Apply,Cybersecurity,Compute,Medium
BLOOM_04209,Validate the statistical significance of test results obtained from Convolutional Neural Networks. Provide concrete examples from Chemistry.,Evaluate,Chemistry,Justify,Hard
BLOOM_04210,Recall three key characteristics of Garbage Collection Algorithms. Explain all assumptions made.,Remember,Cybersecurity,Recall,Easy
BLOOM_04211,Formulate a original algorithm to solve the NP-hard constraint in Transformer Attention Heads.,Create,Software Architecture,Develop,Hard
BLOOM_04212,Investigate the security vulnerabilities inherent in implementing PostgreSQL Query Optimization.,Analyze,Database Systems,Investigate,Medium-Hard
BLOOM_04213,"In your own words, Interpret the underlying mechanism of TCP/IP Packet Routing.",Understand,Machine Learning,Interpret,Easy-Medium
BLOOM_04214,Recall three key characteristics of Asynchronous I/O Event Loops.,Remember,Computer Science,Recall,Easy
BLOOM_04215,Analyze the bottleneck performance when Kafka Streaming Queues interacts with Linear Regression & Regularization.,Analyze,Physics,Analyze,Medium-Hard
BLOOM_04216,Propose a full database schema designed to support high-throughput Linear Regression & Regularization operations.,Create,Electrical Engineering,Propose,Hard
BLOOM_04217,Summarize the core workflow when executing TCP/IP Packet Routing in production. Explain all assumptions made.,Understand,Chemistry,Summarize,Easy-Medium
BLOOM_04218,Solve the theoretical throughput of OAuth 2.0 Authentication when bandwidth is limited to 1000 Mbps. Explain all assumptions made.,Apply,Business Analytics,Solve,Medium
BLOOM_04219,Paraphrase the relationship between Transformer Attention Heads and Parquet Columnar Storage in system design. Explain all assumptions made.,Understand,Software Architecture,Paraphrase,Easy-Medium
BLOOM_04220,Apply a python script to process Linear Regression & Regularization using streaming data streams.,Apply,Database Systems,Apply,Medium
BLOOM_04221,"In your own words, Discuss the underlying mechanism of Redis In-Memory Caching.",Understand,Mathematics & Statistics,Discuss,Easy-Medium
BLOOM_04222,Formulate a disaster recovery plan for mission-critical enterprise systems using Parquet Columnar Storage. Provide concrete examples from Chemistry.,Create,Chemistry,Formulate,Hard
BLOOM_04223,Deconstruct the root causes of data drift in Zero-Knowledge Proofs pipelines over time.,Analyze,Mathematics & Statistics,Deconstruct,Medium-Hard
BLOOM_04224,Construct an end-to-end framework for automated model evaluation in Apache Spark Distributed Datasets.,Create,Business Analytics,Construct,Hard
BLOOM_04225,Apply the principles of Transformer Attention Heads to solve an out-of-memory exception in big data pipelines. Provide concrete examples from Chemistry.,Apply,Chemistry,Compute,Medium
BLOOM_04226,Classify why Kafka Streaming Queues is preferred over GraphQL vs REST APIs for distributed processing.,Understand,Biology & Genomics,Classify,Easy-Medium
BLOOM_04227,Examine the impact of packet loss on MapReduce ETL Pipelines execution efficiency. Explain all assumptions made.,Analyze,Computer Science,Examine,Medium-Hard
BLOOM_04228,Propose an innovative caching strategy to reduce latency in Zero-Knowledge Proofs by 50%.,Create,Mathematics & Statistics,Devise,Hard
BLOOM_04229,Differentiate the bottleneck performance when TensorFlow Computational Graphs interacts with MapReduce ETL Pipelines.,Analyze,Chemistry,Differentiate,Medium-Hard
BLOOM_04230,List three key characteristics of Convolutional Neural Networks.,Remember,Biology & Genomics,List,Easy
BLOOM_04231,List the standard definition of Asynchronous I/O Event Loops in modern systems.,Remember,Biology & Genomics,List,Easy
BLOOM_04232,Justify the architectural decisions made when deploying TensorFlow Computational Graphs on edge devices. Provide concrete examples from Mathematics & Statistics.,Evaluate,Mathematics & Statistics,Justify,Hard
BLOOM_04233,Recommend the trade-offs of microservices vs monolithic architecture for Garbage Collection Algorithms.,Evaluate,Computer Science,Recommend,Hard
BLOOM_04234,Summarize the relationship between Gradient Boosting Decision Trees and OAuth 2.0 Authentication in system design. Explain all assumptions made.,Understand,Database Systems,Summarize,Easy-Medium
BLOOM_04235,Construct a disaster recovery plan for mission-critical enterprise systems using Asynchronous I/O Event Loops.,Create,Machine Learning,Construct,Hard
BLOOM_04236,Construct the theoretical throughput of Linear Regression & Regularization when bandwidth is limited to 5000 Mbps.,Apply,Chemistry,Construct,Medium
BLOOM_04237,Differentiate empirical benchmark results of Zero-Knowledge Proofs across different hardware configurations. Provide concrete examples from Cybersecurity.,Analyze,Cybersecurity,Differentiate,Medium-Hard
BLOOM_04238,Use how to scale Parquet Columnar Storage across a multi-node cluster.,Apply,Biology & Genomics,Use,Medium
BLOOM_04239,Deconstruct the architecture of OAuth 2.0 Authentication into its constituent microservices.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_04240,"In your own words, Contrast the underlying mechanism of Transformer Attention Heads. Provide concrete examples from Machine Learning.",Understand,Machine Learning,Contrast,Easy-Medium
BLOOM_04241,Describe three key characteristics of Apache Spark Distributed Datasets. Provide concrete examples from Data Engineering.,Remember,Data Engineering,Describe,Easy
BLOOM_04242,State the primary components of a OAuth 2.0 Authentication architecture.,Remember,Database Systems,State,Easy
BLOOM_04243,Recall the fundamental principles of PostgreSQL Query Optimization.,Remember,Electrical Engineering,Recall,Easy
BLOOM_04244,Apply how to scale Asynchronous I/O Event Loops across a multi-node cluster. Explain all assumptions made.,Apply,Computer Science,Apply,Medium
BLOOM_04245,Synthesize an end-to-end framework for automated model evaluation in Transformer Attention Heads. Provide concrete examples from Machine Learning.,Create,Machine Learning,Synthesize,Hard
BLOOM_04246,Compute a python script to process Linear Regression & Regularization using streaming data streams.,Apply,Biology & Genomics,Compute,Medium
BLOOM_04247,Discuss how Docker & Kubernetes Orchestration operates under high concurrency or heavy load. Explain all assumptions made.,Understand,Cybersecurity,Discuss,Easy-Medium
BLOOM_04248,Critique the cost-benefit analysis of cloud deployment for RESTful Microservice Mesh workloads.,Evaluate,Biology & Genomics,Critique,Hard
BLOOM_04249,Critique whether TCP/IP Packet Routing or Parquet Columnar Storage is better suited for sub-millisecond query responses. Provide concrete examples from Database Systems.,Evaluate,Database Systems,Critique,Hard
BLOOM_04250,Formulate a original algorithm to solve the NP-hard constraint in Redis In-Memory Caching. Provide concrete examples from Mathematics & Statistics.,Create,Mathematics & Statistics,Formulate,Hard
BLOOM_04251,Critique the trade-offs of microservices vs monolithic architecture for Redis In-Memory Caching.,Evaluate,Software Architecture,Critique,Hard
BLOOM_04252,Analyze how failure modes in Consensus Protocols (Raft/Paxos) impact system resilience and availability. Explain all assumptions made.,Analyze,Software Architecture,Analyze,Medium-Hard
BLOOM_04253,Deconstruct the security vulnerabilities inherent in implementing Kafka Streaming Queues. Explain all assumptions made.,Analyze,Data Engineering,Deconstruct,Medium-Hard
BLOOM_04254,State the fundamental principles of Consensus Protocols (Raft/Paxos).,Remember,Machine Learning,State,Easy
BLOOM_04255,Explain why Zero-Knowledge Proofs is preferred over Redis In-Memory Caching for distributed processing. Provide concrete examples from Database Systems.,Understand,Database Systems,Explain,Easy-Medium
BLOOM_04256,Appraise whether Garbage Collection Algorithms or RESTful Microservice Mesh is better suited for sub-millisecond query responses.,Evaluate,Business Analytics,Appraise,Hard
BLOOM_04257,Propose an innovative caching strategy to reduce latency in Kafka Streaming Queues by 50%. Explain all assumptions made.,Create,Mathematics & Statistics,Construct,Hard
BLOOM_04258,Recommend whether PostgreSQL Query Optimization or B-Trees and Indexing is better suited for sub-millisecond query responses.,Evaluate,Business Analytics,Recommend,Hard
BLOOM_04259,Judge the architectural decisions made when deploying PyTorch Autograd on edge devices.,Evaluate,Data Engineering,Judge,Hard
BLOOM_04260,Construct a disaster recovery plan for mission-critical enterprise systems using Redis In-Memory Caching.,Create,Computer Science,Construct,Hard
BLOOM_04261,Define the standard definition of Garbage Collection Algorithms in modern systems.,Remember,Biology & Genomics,Define,Easy
BLOOM_04262,Differentiate the bottleneck performance when MapReduce ETL Pipelines interacts with PostgreSQL Query Optimization.,Analyze,Mathematics & Statistics,Differentiate,Medium-Hard
BLOOM_04263,Recall the main differences between Zero-Knowledge Proofs and OAuth 2.0 Authentication at a high level. Provide concrete examples from Database Systems.,Remember,Database Systems,Recall,Easy
BLOOM_04264,Deconstruct the architecture of TCP/IP Packet Routing into its constituent microservices. Provide concrete examples from Business Analytics.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_04265,Construct a disaster recovery plan for mission-critical enterprise systems using Linear Regression & Regularization.,Create,Mathematics & Statistics,Construct,Hard
BLOOM_04266,Summarize why Transformer Attention Heads is preferred over Gradient Boosting Decision Trees for distributed processing.,Understand,Physics,Summarize,Easy-Medium
BLOOM_04267,Construct a comprehensive system architecture combining Parquet Columnar Storage and Linear Regression & Regularization. Explain all assumptions made.,Create,Data Engineering,Construct,Hard
BLOOM_04268,Develop a disaster recovery plan for mission-critical enterprise systems using Gradient Boosting Decision Trees.,Create,Computer Science,Develop,Hard
BLOOM_04269,Outline the term 'MapReduce ETL Pipelines' as defined in standard textbooks.,Remember,Chemistry,Outline,Easy
BLOOM_04270,Appraise the robustness of the fault-tolerance mechanism in RESTful Microservice Mesh. Explain all assumptions made.,Evaluate,Physics,Recommend,Hard
BLOOM_04271,Summarize the relationship between MapReduce ETL Pipelines and Asynchronous I/O Event Loops in system design.,Understand,Computer Science,Summarize,Easy-Medium
BLOOM_04272,Define four common application scenarios for Docker & Kubernetes Orchestration. Explain all assumptions made.,Remember,Data Engineering,Define,Easy
BLOOM_04273,Summarize the significance of MapReduce ETL Pipelines in real-time data pipelines.,Understand,Software Architecture,Summarize,Easy-Medium
BLOOM_04274,Compute how to scale Parquet Columnar Storage across a multi-node cluster.,Apply,Cybersecurity,Compute,Medium
BLOOM_04275,Describe three key characteristics of Asynchronous I/O Event Loops. Explain all assumptions made.,Remember,Machine Learning,Describe,Easy
BLOOM_04276,Write an algorithm to Use GraphQL vs REST APIs using data structures from CAP Theorem. Explain all assumptions made.,Apply,Mathematics & Statistics,Use,Medium
BLOOM_04277,Validate whether Redis In-Memory Caching or Garbage Collection Algorithms is better suited for sub-millisecond query responses. Provide concrete examples from Software Architecture.,Evaluate,Software Architecture,Validate,Hard
BLOOM_04278,Interpret the relationship between Garbage Collection Algorithms and Gradient Boosting Decision Trees in system design. Explain all assumptions made.,Understand,Business Analytics,Interpret,Easy-Medium
BLOOM_04279,Recommend the architectural decisions made when deploying Vector Embeddings & RAG on edge devices. Provide concrete examples from Machine Learning.,Evaluate,Machine Learning,Recommend,Hard
BLOOM_04280,Synthesize existing research on PyTorch Autograd to build an improved protocol for OAuth 2.0 Authentication.,Create,Database Systems,Formulate,Hard
BLOOM_04281,Construct step-by-step calculations to determine the complexity of Docker & Kubernetes Orchestration.,Apply,Biology & Genomics,Construct,Medium
BLOOM_04282,Explain how error handling is managed within CAP Theorem. Explain all assumptions made.,Understand,Software Architecture,Explain,Easy-Medium
BLOOM_04283,Deconstruct the security vulnerabilities inherent in implementing CAP Theorem. Explain all assumptions made.,Analyze,Computer Science,Deconstruct,Medium-Hard
BLOOM_04284,List the main differences between B-Trees and Indexing and Apache Spark Distributed Datasets at a high level. Provide concrete examples from Database Systems.,Remember,Database Systems,List,Easy
BLOOM_04285,Name the standard definition of Apache Spark Distributed Datasets in modern systems.,Remember,Biology & Genomics,Name,Easy
BLOOM_04286,Name the term 'Gradient Boosting Decision Trees' as defined in standard textbooks. Provide concrete examples from Computer Science.,Remember,Computer Science,Name,Easy
BLOOM_04287,Appraise the robustness of the fault-tolerance mechanism in Transformer Attention Heads.,Evaluate,Biology & Genomics,Justify,Hard
BLOOM_04288,Synthesize existing research on Docker & Kubernetes Orchestration to build an improved protocol for Kafka Streaming Queues.,Create,Mathematics & Statistics,Synthesize,Hard
BLOOM_04289,Deconstruct the architecture of TCP/IP Packet Routing into its constituent microservices.,Analyze,Software Architecture,Investigate,Medium-Hard
BLOOM_04290,Discuss the significance of RESTful Microservice Mesh in real-time data pipelines.,Understand,Electrical Engineering,Discuss,Easy-Medium
BLOOM_04291,Apply the principles of MapReduce ETL Pipelines to solve an out-of-memory exception in big data pipelines. Explain all assumptions made.,Apply,Computer Science,Construct,Medium
BLOOM_04292,Examine and contrast the space vs time complexity of TCP/IP Packet Routing and PostgreSQL Query Optimization.,Analyze,Machine Learning,Examine,Medium-Hard
BLOOM_04293,Validate the statistical significance of test results obtained from PostgreSQL Query Optimization.,Evaluate,Electrical Engineering,Validate,Hard
BLOOM_04294,Examine how failure modes in Asynchronous I/O Event Loops impact system resilience and availability.,Analyze,Physics,Examine,Medium-Hard
BLOOM_04295,Identify four common application scenarios for Zero-Knowledge Proofs. Provide concrete examples from Computer Science.,Remember,Computer Science,Identify,Easy
BLOOM_04296,Devise a comprehensive system architecture combining RESTful Microservice Mesh and OAuth 2.0 Authentication. Explain all assumptions made.,Create,Physics,Devise,Hard
BLOOM_04297,Deconstruct the architecture of Vector Embeddings & RAG into its constituent microservices.,Analyze,Computer Science,Categorize,Medium-Hard
BLOOM_04298,Solve step-by-step calculations to determine the complexity of Convolutional Neural Networks.,Apply,Chemistry,Solve,Medium
BLOOM_04299,Assess the cost-benefit analysis of cloud deployment for CAP Theorem workloads. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Assess,Hard
BLOOM_04300,Write an algorithm to Compute Transformer Attention Heads using data structures from Apache Spark Distributed Datasets.,Apply,Cybersecurity,Compute,Medium
BLOOM_04301,What is the mathematical formulation of PostgreSQL Query Optimization? Provide concrete examples from Physics.,Remember,Physics,Describe,Easy
BLOOM_04302,Define the primary components of a Transformer Attention Heads architecture. Provide concrete examples from Physics.,Remember,Physics,Define,Easy
BLOOM_04303,Deconstruct the architecture of PyTorch Autograd into its constituent microservices.,Analyze,Database Systems,Compare,Medium-Hard
BLOOM_04304,Implement how to scale RESTful Microservice Mesh across a multi-node cluster.,Apply,Mathematics & Statistics,Implement,Medium
BLOOM_04305,Paraphrase the core workflow when executing Docker & Kubernetes Orchestration in production. Explain all assumptions made.,Understand,Physics,Paraphrase,Easy-Medium
BLOOM_04306,Develop a novel fault-tolerant data pipeline for processing 10 million events/sec using B-Trees and Indexing.,Create,Computer Science,Develop,Hard
BLOOM_04307,State the main differences between Parquet Columnar Storage and GraphQL vs REST APIs at a high level. Explain all assumptions made.,Remember,Electrical Engineering,State,Easy
BLOOM_04308,Formulate a novel fault-tolerant data pipeline for processing 10 million events/sec using Zero-Knowledge Proofs.,Create,Database Systems,Formulate,Hard
BLOOM_04309,Implement how to scale Linear Regression & Regularization across a multi-node cluster. Provide concrete examples from Mathematics & Statistics.,Apply,Mathematics & Statistics,Implement,Medium
BLOOM_04310,Justify the architectural decisions made when deploying Kafka Streaming Queues on edge devices.,Evaluate,Chemistry,Justify,Hard
BLOOM_04311,Examine the impact of packet loss on Garbage Collection Algorithms execution efficiency.,Analyze,Cybersecurity,Examine,Medium-Hard
BLOOM_04312,Differentiate the security vulnerabilities inherent in implementing Parquet Columnar Storage.,Analyze,Database Systems,Differentiate,Medium-Hard
BLOOM_04313,Implement the optimal parameters for PyTorch Autograd given a dataset of size N=5000.,Apply,Business Analytics,Implement,Medium
BLOOM_04314,Demonstrate a python script to process Transformer Attention Heads using streaming data streams. Provide concrete examples from Chemistry.,Apply,Chemistry,Demonstrate,Medium
BLOOM_04315,Analyze the root causes of data drift in Apache Spark Distributed Datasets pipelines over time.,Analyze,Database Systems,Analyze,Medium-Hard
BLOOM_04316,Recall the fundamental principles of PyTorch Autograd.,Remember,Cybersecurity,Recall,Easy
BLOOM_04317,Apply how to scale RESTful Microservice Mesh across a multi-node cluster.,Apply,Biology & Genomics,Apply,Medium
BLOOM_04318,Formulate an end-to-end framework for automated model evaluation in Transformer Attention Heads.,Create,Chemistry,Formulate,Hard
BLOOM_04319,Construct a disaster recovery plan for mission-critical enterprise systems using Convolutional Neural Networks. Explain all assumptions made.,Create,Computer Science,Construct,Hard
BLOOM_04320,Discuss the main trade-offs associated with using GraphQL vs REST APIs. Provide concrete examples from Machine Learning.,Understand,Machine Learning,Discuss,Easy-Medium
BLOOM_04321,Propose a novel fault-tolerant data pipeline for processing 10 million events/sec using Kafka Streaming Queues.,Create,Business Analytics,Propose,Hard
BLOOM_04322,Outline the term 'Transformer Attention Heads' as defined in standard textbooks.,Remember,Physics,Outline,Easy
BLOOM_04323,Develop an end-to-end framework for automated model evaluation in Gradient Boosting Decision Trees.,Create,Business Analytics,Develop,Hard
BLOOM_04324,Differentiate the security vulnerabilities inherent in implementing Asynchronous I/O Event Loops. Explain all assumptions made.,Analyze,Electrical Engineering,Differentiate,Medium-Hard
BLOOM_04325,Recall four common application scenarios for Transformer Attention Heads.,Remember,Computer Science,Recall,Easy
BLOOM_04326,Interpret how Parquet Columnar Storage operates under high concurrency or heavy load.,Understand,Business Analytics,Interpret,Easy-Medium
BLOOM_04327,Synthesize existing research on Vector Embeddings & RAG to build an improved protocol for Kafka Streaming Queues.,Create,Cybersecurity,Develop,Hard
BLOOM_04328,Design an end-to-end framework for automated model evaluation in Asynchronous I/O Event Loops. Provide concrete examples from Database Systems.,Create,Database Systems,Design,Hard
BLOOM_04329,Synthesize existing research on Transformer Attention Heads to build an improved protocol for Redis In-Memory Caching.,Create,Chemistry,Propose,Hard
BLOOM_04330,Synthesize existing research on Convolutional Neural Networks to build an improved protocol for Asynchronous I/O Event Loops.,Create,Mathematics & Statistics,Formulate,Hard
BLOOM_04331,Construct the theoretical throughput of PostgreSQL Query Optimization when bandwidth is limited to 500 Mbps.,Apply,Chemistry,Construct,Medium
BLOOM_04332,State the primary components of a Zero-Knowledge Proofs architecture.,Remember,Chemistry,State,Easy
BLOOM_04333,Recall the main differences between PostgreSQL Query Optimization and Kafka Streaming Queues at a high level. Provide concrete examples from Mathematics & Statistics.,Remember,Mathematics & Statistics,Recall,Easy
BLOOM_04334,Interpret the main trade-offs associated with using Gradient Boosting Decision Trees.,Understand,Computer Science,Interpret,Easy-Medium
BLOOM_04335,"Given a scenario with high latency, Use PyTorch Autograd to minimize processing time. Provide concrete examples from Mathematics & Statistics.",Apply,Mathematics & Statistics,Use,Medium
BLOOM_04336,Develop a novel fault-tolerant data pipeline for processing 10 million events/sec using Docker & Kubernetes Orchestration.,Create,Chemistry,Develop,Hard
BLOOM_04337,Investigate empirical benchmark results of Parquet Columnar Storage across different hardware configurations.,Analyze,Machine Learning,Investigate,Medium-Hard
BLOOM_04338,"Given a scenario with high latency, Demonstrate Linear Regression & Regularization to minimize processing time.",Apply,Mathematics & Statistics,Demonstrate,Medium
BLOOM_04339,Critique whether OAuth 2.0 Authentication or Gradient Boosting Decision Trees is better suited for sub-millisecond query responses.,Evaluate,Biology & Genomics,Critique,Hard
BLOOM_04340,Justify the architectural decisions made when deploying TCP/IP Packet Routing on edge devices.,Evaluate,Machine Learning,Justify,Hard
BLOOM_04341,"In your own words, Classify the underlying mechanism of Apache Spark Distributed Datasets.",Understand,Biology & Genomics,Classify,Easy-Medium
BLOOM_04342,Compare how failure modes in RESTful Microservice Mesh impact system resilience and availability.,Analyze,Chemistry,Compare,Medium-Hard
BLOOM_04343,Define the standard definition of Linear Regression & Regularization in modern systems.,Remember,Software Architecture,Define,Easy
BLOOM_04344,Define the main differences between Parquet Columnar Storage and Gradient Boosting Decision Trees at a high level. Explain all assumptions made.,Remember,Machine Learning,Define,Easy
BLOOM_04345,Construct a novel fault-tolerant data pipeline for processing 10 million events/sec using Gradient Boosting Decision Trees. Explain all assumptions made.,Create,Database Systems,Construct,Hard
BLOOM_04346,Recall the main differences between Apache Spark Distributed Datasets and RESTful Microservice Mesh at a high level. Explain all assumptions made.,Remember,Mathematics & Statistics,Recall,Easy
BLOOM_04347,Construct a novel fault-tolerant data pipeline for processing 10 million events/sec using PyTorch Autograd. Provide concrete examples from Database Systems.,Create,Database Systems,Construct,Hard
BLOOM_04348,Recommend the cost-benefit analysis of cloud deployment for RESTful Microservice Mesh workloads.,Evaluate,Electrical Engineering,Recommend,Hard
BLOOM_04349,Investigate the bottleneck performance when Parquet Columnar Storage interacts with Apache Spark Distributed Datasets.,Analyze,Electrical Engineering,Investigate,Medium-Hard
BLOOM_04350,"Given a scenario with high latency, Compute OAuth 2.0 Authentication to minimize processing time.",Apply,Data Engineering,Compute,Medium
BLOOM_04351,Investigate and contrast the space vs time complexity of Redis In-Memory Caching and MapReduce ETL Pipelines. Explain all assumptions made.,Analyze,Physics,Investigate,Medium-Hard
BLOOM_04352,Compare the security vulnerabilities inherent in implementing Asynchronous I/O Event Loops.,Analyze,Business Analytics,Compare,Medium-Hard
BLOOM_04353,Classify the main trade-offs associated with using Zero-Knowledge Proofs.,Understand,Electrical Engineering,Classify,Easy-Medium
BLOOM_04354,Validate the architectural decisions made when deploying Gradient Boosting Decision Trees on edge devices.,Evaluate,Electrical Engineering,Validate,Hard
