question_id,question_number,subject,question_text,predicted_blooms_level,confidence_score,cognitive_depth,identified_action_verb,estimated_difficulty,word_count
BANK_1237,Q37,Programming and Data Structure,"[Programming and Data Structure Item #37] Given n jobs with execution times t_i and weights w_i on single processor, order jobs to minimize weighted mean completion time. (Variant B1)",Understand,0.5,2,N/A,Medium,29
BANK_1238,Q38,Programming and Data Structure,"[Programming and Data Structure Item #38] Calculate average length of Huffman code for 6 letters with probabilities 1/2, 1/4, 1/8, 1/16, 1/32, 1/32. (Variant B1)",Apply,0.98,3,calculate,Medium,25
BANK_1239,Q39,Programming and Data Structure,[Programming and Data Structure Item #39] Find the number of distinct minimum-weight spanning trees in a given weighted graph. (Variant B1),Understand,0.5,2,N/A,Medium,21
BANK_1240,Q40,Programming and Data Structure,"[Programming and Data Structure Item #40] Find the number of spanning trees in a complete graph K_4 with labeled vertices A, B, C, D. (Variant B1)",Understand,0.5,2,N/A,Medium,26
BANK_1241,Q41,Programming and Data Structure,[Programming and Data Structure Item #41] Let G be a connected undirected graph with distinct edge weights. Is the Minimum Spanning Tree (MST) unique? (Variant B1),Understand,0.5,2,N/A,Medium,26
BANK_1242,Q42,Programming and Data Structure,"[Programming and Data Structure Item #42] Given a graph G with 100 vertices, calculate weight of MST when edge weights w(vi,vj) = |i-j|. (Variant B1)",Apply,0.6,3,calculate,Medium,25
BANK_1243,Q43,Programming and Data Structure,[Programming and Data Structure Item #43] Calculate worst case time complexity of updating MST when a new weighted edge is added. (Variant B1),Apply,0.6,3,calculate,Medium,23
BANK_1244,Q44,Programming and Data Structure,"[Programming and Data Structure Item #44] In Kruskal's algorithm, what is the order of edges added to form the minimum spanning tree? (Variant B1)",Remember,0.98,1,what is,Medium,24
BANK_1245,Q45,Programming and Data Structure,[Programming and Data Structure Item #45] What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices? (Variant B1),Remember,0.98,1,what is,Medium,26
BANK_1246,Q46,Programming and Data Structure,[Programming and Data Structure Item #46] Dijkstra's shortest path algorithm: In what order are vertices finalized when starting from source vertex S? (Variant B1),Remember,0.98,1,when,Medium,24
BANK_1247,Q47,Programming and Data Structure,[Programming and Data Structure Item #47] Compute time complexity of Depth First Search (DFS) on a graph represented using an adjacency matrix. (Variant B1),Apply,0.98,3,compute,Medium,24
BANK_1248,Q48,Programming and Data Structure,[Programming and Data Structure Item #48] What is the minimum number of keys in any non-root node of a B+ tree of order 5? (Variant B1),Remember,0.98,1,what is,Medium,26
BANK_1249,Q49,Programming and Data Structure,[Programming and Data Structure Item #49] Find the index of the maximum element in a binary min-heap containing 1023 distinct elements. (Variant B1),Understand,0.5,2,N/A,Medium,23
BANK_1250,Q50,Programming and Data Structure,"[Programming and Data Structure Item #50] Convert an array [82,101,90,11,111,75,33,131,44,93] into a binary max-heap using heapify algorithm. (Variant B1)",Understand,0.5,2,N/A,Easy,19
BANK_1251,Q51,Programming and Data Structure,[Programming and Data Structure Item #51] What is the worst-case time complexity of finding the maximum element in a binary min-heap? (Variant B1),Remember,0.98,1,what is,Medium,23
BANK_1252,Q52,Programming and Data Structure,[Programming and Data Structure Item #52] What is the index of key 103 when inserted into a 13-slot hash table with linear probing and h(k) = k mod 13? (Variant B1),Remember,0.98,1,what is,Medium,31
BANK_1253,Q53,Programming and Data Structure,[Programming and Data Structure Item #53] Calculate load factor alpha for a hash table T with 25 slots storing 2000 elements. (Variant B1),Apply,0.98,3,calculate,Medium,23
BANK_1254,Q54,Programming and Data Structure,[Programming and Data Structure Item #54] What is the worst-case time complexity of searching an element in an unsorted singly linked list of length n? (Variant B1),Remember,0.98,1,list,Medium,27
BANK_1255,Q55,Programming and Data Structure,[Programming and Data Structure Item #55] How can a queue be implemented using two stacks such that ENQUEUE is O(1) time? (Variant B1),Apply,0.98,3,implement,Medium,23
BANK_1256,Q56,Programming and Data Structure,[Programming and Data Structure Item #56] Convert infix expression a + b * c - d ^ e ^ f to postfix notation. (Variant B1),Understand,0.5,2,N/A,Medium,25
BANK_1257,Q57,Programming and Data Structure,[Programming and Data Structure Item #57] Evaluate postfix expression 8 2 3 ^ / 2 3 * + 5 1 * - using a stack. (Variant B1),Evaluate,0.98,5,evaluate,Medium,27
BANK_1258,Q58,Programming and Data Structure,"[Programming and Data Structure Item #58] What is the height of a binary search tree formed by inserting keys 10, 1, 3, 5, 15, 12, 16 in order? (Variant B1)",Remember,0.98,1,what is,Medium,30
BANK_1259,Q59,Programming and Data Structure,[Programming and Data Structure Item #59] What is the minimum height of an AVL tree containing n nodes? (Variant B1),Remember,0.98,1,what is,Medium,20
BANK_1260,Q60,Programming and Data Structure,[Programming and Data Structure Item #60] What is the worst-case time complexity of Quicksort when the pivot is chosen as the median of 3 elements? (Variant B1),Remember,0.98,1,what is,Medium,27
BANK_1261,Q61,Programming and Data Structure,[Programming and Data Structure Item #61] Consider the string abbccddeee. Assign prefix-free binary codes to minimize total encoded length. Find min encoded length. (Variant B2),Understand,0.5,2,N/A,Medium,25
BANK_1262,Q62,Programming and Data Structure,[Programming and Data Structure Item #62] Define R_n to be max profit from cutting a rod of length n meters. Calculate R_7 given price array p[1..7]. (Variant B2),Apply,0.6,3,calculate,Medium,28
BANK_1263,Q63,Programming and Data Structure,"[Programming and Data Structure Item #63] Construct a Huffman tree for symbols {A,B,C,D,E} with frequencies {0.17, 0.11, 0.24, 0.33, 0.15}. Decode bitstring 1000001101. (Variant B2)",Apply,0.98,3,construct,Medium,25
BANK_1264,Q64,Programming and Data Structure,[Programming and Data Structure Item #64] 0/1 Knapsack Problem: Select items with total weight <= 11 kg to maximize total value V_opt. Compare with V_greedy. (Variant B2),Analyze,0.98,4,compare,Medium,27
BANK_1265,Q65,Programming and Data Structure,"[Programming and Data Structure Item #65] Merge 5 sorted sequences of lengths 20, 24, 30, 35, 50. Calculate minimum number of comparisons needed in worst case. (Variant B2)",Apply,0.98,3,calculate,Medium,28
BANK_1266,Q66,Programming and Data Structure,"[Programming and Data Structure Item #66] Consider job scheduling with 4 jobs J1..J4 with deadlines (4,2,4,2). Identify non-feasible schedule. (Variant B2)",Remember,0.98,1,identify,Medium,21
BANK_1267,Q67,Programming and Data Structure,"[Programming and Data Structure Item #67] Given n jobs with execution times t_i and weights w_i on single processor, order jobs to minimize weighted mean completion time. (Variant B2)",Understand,0.5,2,N/A,Medium,29
BANK_1268,Q68,Programming and Data Structure,"[Programming and Data Structure Item #68] Calculate average length of Huffman code for 6 letters with probabilities 1/2, 1/4, 1/8, 1/16, 1/32, 1/32. (Variant B2)",Apply,0.98,3,calculate,Medium,25
BANK_1269,Q69,Programming and Data Structure,[Programming and Data Structure Item #69] Find the number of distinct minimum-weight spanning trees in a given weighted graph. (Variant B2),Understand,0.5,2,N/A,Medium,21
BANK_1270,Q70,Programming and Data Structure,"[Programming and Data Structure Item #70] Find the number of spanning trees in a complete graph K_4 with labeled vertices A, B, C, D. (Variant B2)",Understand,0.5,2,N/A,Medium,26
BANK_1271,Q71,Programming and Data Structure,[Programming and Data Structure Item #71] Let G be a connected undirected graph with distinct edge weights. Is the Minimum Spanning Tree (MST) unique? (Variant B2),Understand,0.5,2,N/A,Medium,26
BANK_1272,Q72,Programming and Data Structure,"[Programming and Data Structure Item #72] Given a graph G with 100 vertices, calculate weight of MST when edge weights w(vi,vj) = |i-j|. (Variant B2)",Apply,0.6,3,calculate,Medium,25
BANK_1273,Q73,Programming and Data Structure,[Programming and Data Structure Item #73] Calculate worst case time complexity of updating MST when a new weighted edge is added. (Variant B2),Apply,0.6,3,calculate,Medium,23
BANK_1274,Q74,Programming and Data Structure,"[Programming and Data Structure Item #74] In Kruskal's algorithm, what is the order of edges added to form the minimum spanning tree? (Variant B2)",Remember,0.98,1,what is,Medium,24
BANK_1275,Q75,Programming and Data Structure,[Programming and Data Structure Item #75] What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices? (Variant B2),Remember,0.98,1,what is,Medium,26
BANK_1276,Q76,Programming and Data Structure,[Programming and Data Structure Item #76] Dijkstra's shortest path algorithm: In what order are vertices finalized when starting from source vertex S? (Variant B2),Remember,0.98,1,when,Medium,24
BANK_1277,Q77,Programming and Data Structure,[Programming and Data Structure Item #77] Compute time complexity of Depth First Search (DFS) on a graph represented using an adjacency matrix. (Variant B2),Apply,0.98,3,compute,Medium,24
BANK_1278,Q78,Programming and Data Structure,[Programming and Data Structure Item #78] What is the minimum number of keys in any non-root node of a B+ tree of order 5? (Variant B2),Remember,0.98,1,what is,Medium,26
BANK_1279,Q79,Programming and Data Structure,[Programming and Data Structure Item #79] Find the index of the maximum element in a binary min-heap containing 1023 distinct elements. (Variant B2),Understand,0.5,2,N/A,Medium,23
BANK_1280,Q80,Programming and Data Structure,"[Programming and Data Structure Item #80] Convert an array [82,101,90,11,111,75,33,131,44,93] into a binary max-heap using heapify algorithm. (Variant B2)",Understand,0.5,2,N/A,Easy,19
BANK_1281,Q81,Programming and Data Structure,[Programming and Data Structure Item #81] What is the worst-case time complexity of finding the maximum element in a binary min-heap? (Variant B2),Remember,0.98,1,what is,Medium,23
BANK_1282,Q82,Programming and Data Structure,[Programming and Data Structure Item #82] What is the index of key 103 when inserted into a 13-slot hash table with linear probing and h(k) = k mod 13? (Variant B2),Remember,0.98,1,what is,Medium,31
BANK_1283,Q83,Programming and Data Structure,[Programming and Data Structure Item #83] Calculate load factor alpha for a hash table T with 25 slots storing 2000 elements. (Variant B2),Apply,0.98,3,calculate,Medium,23
BANK_1284,Q84,Programming and Data Structure,[Programming and Data Structure Item #84] What is the worst-case time complexity of searching an element in an unsorted singly linked list of length n? (Variant B2),Remember,0.98,1,list,Medium,27
BANK_1285,Q85,Programming and Data Structure,[Programming and Data Structure Item #85] How can a queue be implemented using two stacks such that ENQUEUE is O(1) time? (Variant B2),Apply,0.98,3,implement,Medium,23
BANK_1286,Q86,Programming and Data Structure,[Programming and Data Structure Item #86] Convert infix expression a + b * c - d ^ e ^ f to postfix notation. (Variant B2),Understand,0.5,2,N/A,Medium,25
BANK_1287,Q87,Programming and Data Structure,[Programming and Data Structure Item #87] Evaluate postfix expression 8 2 3 ^ / 2 3 * + 5 1 * - using a stack. (Variant B2),Evaluate,0.98,5,evaluate,Medium,27
BANK_1288,Q88,Programming and Data Structure,"[Programming and Data Structure Item #88] What is the height of a binary search tree formed by inserting keys 10, 1, 3, 5, 15, 12, 16 in order? (Variant B2)",Remember,0.98,1,what is,Medium,30
BANK_1289,Q89,Programming and Data Structure,[Programming and Data Structure Item #89] What is the minimum height of an AVL tree containing n nodes? (Variant B2),Remember,0.98,1,what is,Medium,20
BANK_1290,Q90,Programming and Data Structure,[Programming and Data Structure Item #90] What is the worst-case time complexity of Quicksort when the pivot is chosen as the median of 3 elements? (Variant B2),Remember,0.98,1,what is,Medium,27
BANK_1291,Q91,Programming and Data Structure,[Programming and Data Structure Item #91] Consider the string abbccddeee. Assign prefix-free binary codes to minimize total encoded length. Find min encoded length. (Variant B3),Understand,0.5,2,N/A,Medium,25
BANK_1292,Q92,Programming and Data Structure,[Programming and Data Structure Item #92] Define R_n to be max profit from cutting a rod of length n meters. Calculate R_7 given price array p[1..7]. (Variant B3),Apply,0.6,3,calculate,Medium,28
BANK_1293,Q93,Programming and Data Structure,"[Programming and Data Structure Item #93] Construct a Huffman tree for symbols {A,B,C,D,E} with frequencies {0.17, 0.11, 0.24, 0.33, 0.15}. Decode bitstring 1000001101. (Variant B3)",Apply,0.98,3,construct,Medium,25
BANK_1294,Q94,Programming and Data Structure,[Programming and Data Structure Item #94] 0/1 Knapsack Problem: Select items with total weight <= 11 kg to maximize total value V_opt. Compare with V_greedy. (Variant B3),Analyze,0.98,4,compare,Medium,27
BANK_1295,Q95,Programming and Data Structure,"[Programming and Data Structure Item #95] Merge 5 sorted sequences of lengths 20, 24, 30, 35, 50. Calculate minimum number of comparisons needed in worst case. (Variant B3)",Apply,0.98,3,calculate,Medium,28
BANK_1296,Q96,Programming and Data Structure,"[Programming and Data Structure Item #96] Consider job scheduling with 4 jobs J1..J4 with deadlines (4,2,4,2). Identify non-feasible schedule. (Variant B3)",Remember,0.98,1,identify,Medium,21
BANK_1297,Q97,Programming and Data Structure,"[Programming and Data Structure Item #97] Given n jobs with execution times t_i and weights w_i on single processor, order jobs to minimize weighted mean completion time. (Variant B3)",Understand,0.5,2,N/A,Medium,29
BANK_1298,Q98,Programming and Data Structure,"[Programming and Data Structure Item #98] Calculate average length of Huffman code for 6 letters with probabilities 1/2, 1/4, 1/8, 1/16, 1/32, 1/32. (Variant B3)",Apply,0.98,3,calculate,Medium,25
BANK_1299,Q99,Programming and Data Structure,[Programming and Data Structure Item #99] Find the number of distinct minimum-weight spanning trees in a given weighted graph. (Variant B3),Understand,0.5,2,N/A,Medium,21
BANK_1300,Q100,Programming and Data Structure,"[Programming and Data Structure Item #100] Find the number of spanning trees in a complete graph K_4 with labeled vertices A, B, C, D. (Variant B3)",Understand,0.5,2,N/A,Medium,26
BANK_1301,Q101,Programming and Data Structure,[Programming and Data Structure Item #101] Let G be a connected undirected graph with distinct edge weights. Is the Minimum Spanning Tree (MST) unique? (Variant B3),Understand,0.5,2,N/A,Medium,26
BANK_1302,Q102,Programming and Data Structure,"[Programming and Data Structure Item #102] Given a graph G with 100 vertices, calculate weight of MST when edge weights w(vi,vj) = |i-j|. (Variant B3)",Apply,0.6,3,calculate,Medium,25
BANK_1303,Q103,Programming and Data Structure,[Programming and Data Structure Item #103] Calculate worst case time complexity of updating MST when a new weighted edge is added. (Variant B3),Apply,0.6,3,calculate,Medium,23
BANK_1304,Q104,Programming and Data Structure,"[Programming and Data Structure Item #104] In Kruskal's algorithm, what is the order of edges added to form the minimum spanning tree? (Variant B3)",Remember,0.98,1,what is,Medium,24
BANK_1305,Q105,Programming and Data Structure,[Programming and Data Structure Item #105] What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices? (Variant B3),Remember,0.98,1,what is,Medium,26
BANK_1306,Q106,Programming and Data Structure,[Programming and Data Structure Item #106] Dijkstra's shortest path algorithm: In what order are vertices finalized when starting from source vertex S? (Variant B3),Remember,0.98,1,when,Medium,24
BANK_1307,Q107,Programming and Data Structure,[Programming and Data Structure Item #107] Compute time complexity of Depth First Search (DFS) on a graph represented using an adjacency matrix. (Variant B3),Apply,0.98,3,compute,Medium,24
BANK_1308,Q108,Programming and Data Structure,[Programming and Data Structure Item #108] What is the minimum number of keys in any non-root node of a B+ tree of order 5? (Variant B3),Remember,0.98,1,what is,Medium,26
BANK_1309,Q109,Programming and Data Structure,[Programming and Data Structure Item #109] Find the index of the maximum element in a binary min-heap containing 1023 distinct elements. (Variant B3),Understand,0.5,2,N/A,Medium,23
BANK_1310,Q110,Programming and Data Structure,"[Programming and Data Structure Item #110] Convert an array [82,101,90,11,111,75,33,131,44,93] into a binary max-heap using heapify algorithm. (Variant B3)",Understand,0.5,2,N/A,Easy,19
BANK_1311,Q111,Programming and Data Structure,[Programming and Data Structure Item #111] What is the worst-case time complexity of finding the maximum element in a binary min-heap? (Variant B3),Remember,0.98,1,what is,Medium,23
BANK_1312,Q112,Programming and Data Structure,[Programming and Data Structure Item #112] What is the index of key 103 when inserted into a 13-slot hash table with linear probing and h(k) = k mod 13? (Variant B3),Remember,0.98,1,what is,Medium,31
BANK_1313,Q113,Programming and Data Structure,[Programming and Data Structure Item #113] Calculate load factor alpha for a hash table T with 25 slots storing 2000 elements. (Variant B3),Apply,0.98,3,calculate,Medium,23
BANK_1314,Q114,Programming and Data Structure,[Programming and Data Structure Item #114] What is the worst-case time complexity of searching an element in an unsorted singly linked list of length n? (Variant B3),Remember,0.98,1,list,Medium,27
BANK_1315,Q115,Programming and Data Structure,[Programming and Data Structure Item #115] How can a queue be implemented using two stacks such that ENQUEUE is O(1) time? (Variant B3),Apply,0.98,3,implement,Medium,23
BANK_1316,Q116,Programming and Data Structure,[Programming and Data Structure Item #116] Convert infix expression a + b * c - d ^ e ^ f to postfix notation. (Variant B3),Understand,0.5,2,N/A,Medium,25
BANK_1317,Q117,Programming and Data Structure,[Programming and Data Structure Item #117] Evaluate postfix expression 8 2 3 ^ / 2 3 * + 5 1 * - using a stack. (Variant B3),Evaluate,0.98,5,evaluate,Medium,27
BANK_1318,Q118,Programming and Data Structure,"[Programming and Data Structure Item #118] What is the height of a binary search tree formed by inserting keys 10, 1, 3, 5, 15, 12, 16 in order? (Variant B3)",Remember,0.98,1,what is,Medium,30
BANK_1319,Q119,Programming and Data Structure,[Programming and Data Structure Item #119] What is the minimum height of an AVL tree containing n nodes? (Variant B3),Remember,0.98,1,what is,Medium,20
BANK_1320,Q120,Programming and Data Structure,[Programming and Data Structure Item #120] What is the worst-case time complexity of Quicksort when the pivot is chosen as the median of 3 elements? (Variant B3),Remember,0.98,1,what is,Medium,27
BANK_1321,Q121,Programming and Data Structure,[Programming and Data Structure Item #121] Consider the string abbccddeee. Assign prefix-free binary codes to minimize total encoded length. Find min encoded length. (Variant B4),Understand,0.5,2,N/A,Medium,25
BANK_1322,Q122,Programming and Data Structure,[Programming and Data Structure Item #122] Define R_n to be max profit from cutting a rod of length n meters. Calculate R_7 given price array p[1..7]. (Variant B4),Apply,0.6,3,calculate,Medium,28
BANK_1323,Q123,Programming and Data Structure,"[Programming and Data Structure Item #123] Construct a Huffman tree for symbols {A,B,C,D,E} with frequencies {0.17, 0.11, 0.24, 0.33, 0.15}. Decode bitstring 1000001101. (Variant B4)",Apply,0.98,3,construct,Medium,25
BANK_1324,Q124,Programming and Data Structure,[Programming and Data Structure Item #124] 0/1 Knapsack Problem: Select items with total weight <= 11 kg to maximize total value V_opt. Compare with V_greedy. (Variant B4),Analyze,0.98,4,compare,Medium,27
BANK_1325,Q125,Programming and Data Structure,"[Programming and Data Structure Item #125] Merge 5 sorted sequences of lengths 20, 24, 30, 35, 50. Calculate minimum number of comparisons needed in worst case. (Variant B4)",Apply,0.98,3,calculate,Medium,28
BANK_1326,Q126,Programming and Data Structure,"[Programming and Data Structure Item #126] Consider job scheduling with 4 jobs J1..J4 with deadlines (4,2,4,2). Identify non-feasible schedule. (Variant B4)",Remember,0.98,1,identify,Medium,21
BANK_1327,Q127,Programming and Data Structure,"[Programming and Data Structure Item #127] Given n jobs with execution times t_i and weights w_i on single processor, order jobs to minimize weighted mean completion time. (Variant B4)",Understand,0.5,2,N/A,Medium,29
BANK_1328,Q128,Programming and Data Structure,"[Programming and Data Structure Item #128] Calculate average length of Huffman code for 6 letters with probabilities 1/2, 1/4, 1/8, 1/16, 1/32, 1/32. (Variant B4)",Apply,0.98,3,calculate,Medium,25
BANK_1329,Q129,Programming and Data Structure,[Programming and Data Structure Item #129] Find the number of distinct minimum-weight spanning trees in a given weighted graph. (Variant B4),Understand,0.5,2,N/A,Medium,21
BANK_1330,Q130,Programming and Data Structure,"[Programming and Data Structure Item #130] Find the number of spanning trees in a complete graph K_4 with labeled vertices A, B, C, D. (Variant B4)",Understand,0.5,2,N/A,Medium,26
BANK_1331,Q131,Programming and Data Structure,[Programming and Data Structure Item #131] Let G be a connected undirected graph with distinct edge weights. Is the Minimum Spanning Tree (MST) unique? (Variant B4),Understand,0.5,2,N/A,Medium,26
BANK_1332,Q132,Programming and Data Structure,"[Programming and Data Structure Item #132] Given a graph G with 100 vertices, calculate weight of MST when edge weights w(vi,vj) = |i-j|. (Variant B4)",Apply,0.6,3,calculate,Medium,25
BANK_1333,Q133,Programming and Data Structure,[Programming and Data Structure Item #133] Calculate worst case time complexity of updating MST when a new weighted edge is added. (Variant B4),Apply,0.6,3,calculate,Medium,23
BANK_1334,Q134,Programming and Data Structure,"[Programming and Data Structure Item #134] In Kruskal's algorithm, what is the order of edges added to form the minimum spanning tree? (Variant B4)",Remember,0.98,1,what is,Medium,24
BANK_1335,Q135,Programming and Data Structure,[Programming and Data Structure Item #135] What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices? (Variant B4),Remember,0.98,1,what is,Medium,26
BANK_1336,Q136,Programming and Data Structure,[Programming and Data Structure Item #136] Dijkstra's shortest path algorithm: In what order are vertices finalized when starting from source vertex S? (Variant B4),Remember,0.98,1,when,Medium,24
BANK_1337,Q137,Programming and Data Structure,[Programming and Data Structure Item #137] Compute time complexity of Depth First Search (DFS) on a graph represented using an adjacency matrix. (Variant B4),Apply,0.98,3,compute,Medium,24
BANK_1338,Q138,Programming and Data Structure,[Programming and Data Structure Item #138] What is the minimum number of keys in any non-root node of a B+ tree of order 5? (Variant B4),Remember,0.98,1,what is,Medium,26
BANK_1339,Q139,Programming and Data Structure,[Programming and Data Structure Item #139] Find the index of the maximum element in a binary min-heap containing 1023 distinct elements. (Variant B4),Understand,0.5,2,N/A,Medium,23
BANK_1340,Q140,Programming and Data Structure,"[Programming and Data Structure Item #140] Convert an array [82,101,90,11,111,75,33,131,44,93] into a binary max-heap using heapify algorithm. (Variant B4)",Understand,0.5,2,N/A,Easy,19
BANK_1341,Q141,Programming and Data Structure,[Programming and Data Structure Item #141] What is the worst-case time complexity of finding the maximum element in a binary min-heap? (Variant B4),Remember,0.98,1,what is,Medium,23
BANK_1342,Q142,Programming and Data Structure,[Programming and Data Structure Item #142] What is the index of key 103 when inserted into a 13-slot hash table with linear probing and h(k) = k mod 13? (Variant B4),Remember,0.98,1,what is,Medium,31
BANK_1343,Q143,Programming and Data Structure,[Programming and Data Structure Item #143] Calculate load factor alpha for a hash table T with 25 slots storing 2000 elements. (Variant B4),Apply,0.98,3,calculate,Medium,23
BANK_1344,Q144,Programming and Data Structure,[Programming and Data Structure Item #144] What is the worst-case time complexity of searching an element in an unsorted singly linked list of length n? (Variant B4),Remember,0.98,1,list,Medium,27
BANK_1345,Q145,Programming and Data Structure,[Programming and Data Structure Item #145] How can a queue be implemented using two stacks such that ENQUEUE is O(1) time? (Variant B4),Apply,0.98,3,implement,Medium,23
BANK_1346,Q146,Programming and Data Structure,[Programming and Data Structure Item #146] Convert infix expression a + b * c - d ^ e ^ f to postfix notation. (Variant B4),Understand,0.5,2,N/A,Medium,25
BANK_1347,Q147,Programming and Data Structure,[Programming and Data Structure Item #147] Evaluate postfix expression 8 2 3 ^ / 2 3 * + 5 1 * - using a stack. (Variant B4),Evaluate,0.98,5,evaluate,Medium,27
BANK_1348,Q148,Programming and Data Structure,"[Programming and Data Structure Item #148] What is the height of a binary search tree formed by inserting keys 10, 1, 3, 5, 15, 12, 16 in order? (Variant B4)",Remember,0.98,1,what is,Medium,30
BANK_1349,Q149,Programming and Data Structure,[Programming and Data Structure Item #149] What is the minimum height of an AVL tree containing n nodes? (Variant B4),Remember,0.98,1,what is,Medium,20
BANK_1350,Q150,Programming and Data Structure,[Programming and Data Structure Item #150] What is the worst-case time complexity of Quicksort when the pivot is chosen as the median of 3 elements? (Variant B4),Remember,0.98,1,what is,Medium,27
BANK_1351,Q151,Programming and Data Structure,[Programming and Data Structure Item #151] Consider the string abbccddeee. Assign prefix-free binary codes to minimize total encoded length. Find min encoded length. (Variant B5),Understand,0.5,2,N/A,Medium,25
BANK_1352,Q152,Programming and Data Structure,[Programming and Data Structure Item #152] Define R_n to be max profit from cutting a rod of length n meters. Calculate R_7 given price array p[1..7]. (Variant B5),Apply,0.6,3,calculate,Medium,28
BANK_1353,Q153,Programming and Data Structure,"[Programming and Data Structure Item #153] Construct a Huffman tree for symbols {A,B,C,D,E} with frequencies {0.17, 0.11, 0.24, 0.33, 0.15}. Decode bitstring 1000001101. (Variant B5)",Apply,0.98,3,construct,Medium,25
BANK_1354,Q154,Programming and Data Structure,[Programming and Data Structure Item #154] 0/1 Knapsack Problem: Select items with total weight <= 11 kg to maximize total value V_opt. Compare with V_greedy. (Variant B5),Analyze,0.98,4,compare,Medium,27
BANK_1355,Q155,Programming and Data Structure,"[Programming and Data Structure Item #155] Merge 5 sorted sequences of lengths 20, 24, 30, 35, 50. Calculate minimum number of comparisons needed in worst case. (Variant B5)",Apply,0.98,3,calculate,Medium,28
BANK_1356,Q156,Programming and Data Structure,"[Programming and Data Structure Item #156] Consider job scheduling with 4 jobs J1..J4 with deadlines (4,2,4,2). Identify non-feasible schedule. (Variant B5)",Remember,0.98,1,identify,Medium,21
BANK_1357,Q157,Programming and Data Structure,"[Programming and Data Structure Item #157] Given n jobs with execution times t_i and weights w_i on single processor, order jobs to minimize weighted mean completion time. (Variant B5)",Understand,0.5,2,N/A,Medium,29
BANK_1358,Q158,Programming and Data Structure,"[Programming and Data Structure Item #158] Calculate average length of Huffman code for 6 letters with probabilities 1/2, 1/4, 1/8, 1/16, 1/32, 1/32. (Variant B5)",Apply,0.98,3,calculate,Medium,25
BANK_1359,Q159,Programming and Data Structure,[Programming and Data Structure Item #159] Find the number of distinct minimum-weight spanning trees in a given weighted graph. (Variant B5),Understand,0.5,2,N/A,Medium,21
BANK_1360,Q160,Programming and Data Structure,"[Programming and Data Structure Item #160] Find the number of spanning trees in a complete graph K_4 with labeled vertices A, B, C, D. (Variant B5)",Understand,0.5,2,N/A,Medium,26
BANK_1361,Q161,Programming and Data Structure,[Programming and Data Structure Item #161] Let G be a connected undirected graph with distinct edge weights. Is the Minimum Spanning Tree (MST) unique? (Variant B5),Understand,0.5,2,N/A,Medium,26
BANK_1362,Q162,Programming and Data Structure,"[Programming and Data Structure Item #162] Given a graph G with 100 vertices, calculate weight of MST when edge weights w(vi,vj) = |i-j|. (Variant B5)",Apply,0.6,3,calculate,Medium,25
BANK_1363,Q163,Programming and Data Structure,[Programming and Data Structure Item #163] Calculate worst case time complexity of updating MST when a new weighted edge is added. (Variant B5),Apply,0.6,3,calculate,Medium,23
BANK_1364,Q164,Programming and Data Structure,"[Programming and Data Structure Item #164] In Kruskal's algorithm, what is the order of edges added to form the minimum spanning tree? (Variant B5)",Remember,0.98,1,what is,Medium,24
BANK_1365,Q165,Programming and Data Structure,[Programming and Data Structure Item #165] What is the time complexity of Bellman-Ford single-source shortest path algorithm on a complete graph of n vertices? (Variant B5),Remember,0.98,1,what is,Medium,26
BANK_1366,Q166,Programming and Data Structure,[Programming and Data Structure Item #166] Dijkstra's shortest path algorithm: In what order are vertices finalized when starting from source vertex S? (Variant B5),Remember,0.98,1,when,Medium,24
BANK_1367,Q167,Programming and Data Structure,[Programming and Data Structure Item #167] Compute time complexity of Depth First Search (DFS) on a graph represented using an adjacency matrix. (Variant B5),Apply,0.98,3,compute,Medium,24
BANK_1368,Q168,Programming and Data Structure,[Programming and Data Structure Item #168] What is the minimum number of keys in any non-root node of a B+ tree of order 5? (Variant B5),Remember,0.98,1,what is,Medium,26
BANK_1369,Q169,Programming and Data Structure,[Programming and Data Structure Item #169] Find the index of the maximum element in a binary min-heap containing 1023 distinct elements. (Variant B5),Understand,0.5,2,N/A,Medium,23
BANK_1370,Q170,Programming and Data Structure,"[Programming and Data Structure Item #170] Convert an array [82,101,90,11,111,75,33,131,44,93] into a binary max-heap using heapify algorithm. (Variant B5)",Understand,0.5,2,N/A,Easy,19
BANK_1371,Q171,Programming and Data Structure,[Programming and Data Structure Item #171] What is the worst-case time complexity of finding the maximum element in a binary min-heap? (Variant B5),Remember,0.98,1,what is,Medium,23
BANK_1372,Q172,Programming and Data Structure,[Programming and Data Structure Item #172] What is the index of key 103 when inserted into a 13-slot hash table with linear probing and h(k) = k mod 13? (Variant B5),Remember,0.98,1,what is,Medium,31
BANK_1373,Q173,Programming and Data Structure,[Programming and Data Structure Item #173] Calculate load factor alpha for a hash table T with 25 slots storing 2000 elements. (Variant B5),Apply,0.98,3,calculate,Medium,23
BANK_1374,Q174,Programming and Data Structure,[Programming and Data Structure Item #174] What is the worst-case time complexity of searching an element in an unsorted singly linked list of length n? (Variant B5),Remember,0.98,1,list,Medium,27
